3,0.7320795007650559,0.9811142635620376,0.5123597071744513,0.6445853470725943,0.7003707564158962,0.684446807283738,0.8044313699166757,0.4692399106525317,0.653912628148351,0.7985307547946092
1,0.3958063755300146,0.3892791145072678,0.35279749368027685,0.40279909015254883,0.7178154904711308,0.8070232799990584,0.12013976950222587,0.25230769205708886,0.18840000038220261,0.17342801642097777
3,0.22261201978731016,0.16250610666511003,0.5761231166372555,0.9957006596217796,0.23431870387774018,0.22441330016230976,0.29451905628824293,0.39023321235982567,0.9824806353660813,0.27001284393757663
5,0.40894173227593966,0.8173207629460821,0.9740665604881902,0.6560422451045853,0.17879100283657862,0.8188499676607266,0.5143223641055038,0.7342350299573007,0.17284492989924646,0.1307721256564719
0,0.06922425239061789,0.48825307535752593,0.01862496192161281,0.11561890743371968,0.6804843108093304,0.0901194599896365,0.9554034994559981,0.33761594984391374,0.857098454910069,0.17275300844311658
0,0.9727845404356676,0.053795970730860516,0.2222413314315411,0.9059361144101858,0.8701858354190961,0.6367876288032215,0.13711310441948196,0.8071470609133063,0.7379708695888134,0.26310498957972306
1,0.8984892363974705,0.9118002615333131,0.5967383917906554,0.2681027156549743,0.5617702582955375,0.9415292233941529,0.46807754311592187,0.604286937135913,0.5934526649693372,0.8646336006571272
4,0.3844347404616963,0.016181112397830735,0.1700704799407527,0.02322449575100942,0.9570802983471565,0.49607066819689766,0.9604933637964574,0.37825644453947255,0.13454410616183088,0.8446217498423723
1,0.835411245909104,0.6443287480745474,0.910460877050861,0.08594492133291144,0.32224822742114934,0.7397710210243428,0.9891227106119284,0.2726627512036892,0.6527337675848032,0.546992186301575
3,0.5309843271255642,0.7348743516025061,0.31175984114205735,0.26529613755240866,0.17137577819324856,0.6864653448438971,0.889086105272031,0.7488921085193707,0.2844616425541792,0.3599273837513897
2,0.08718056307157299,0.44308160637998545,0.7924421159349279,0.5671722534063536,0.047254699648690744,0.31419130611657897,0.46631814214411466,0.7464184061700382,0.7677442732207336,0.25128193883361216
